comment_text,content_id,형태소,형태소기반_감정,맥락기반_감정
👇👇침침한눈 너무 불편할 때 '이것'을 드세요👇👇 https://www.youtube.com/watch?v=VEHtLbcras8,538,"['불편', '이것', '드세']",중립,중립
,539,[],중립,중립
,540,[],중립,중립
,541,[],중립,중립
,542,[],중립,중립
👉비염 축농증 후비루 완전정복! 상쾌한의원의 특별한 치료법을 보고싶으시면 https://youtu.be/w-MMv2sm-CU 👉 실제로 완쾌된 환자분들의 치료후기가 보고 싶으시다면 클릭해 보세요 https://cleansoom.com/%EC%B9%98%EB%A3%8C%ED%9B%84%EA%B8%B0/,543,"['비염', '축농증', '후비루', '완전정복', '상쾌하', '의원', '특별', '치료법', '완쾌', '환자', '치료', '후기', '클릭']",중립,중립
원장님 실력이 대단하십니다,543,"['원장', '실력']",중립,중립
후각이 상실 되었는데 회복될수 있나요?,543,"['후각', '상실', '회복']",중립,중립
,544,[],중립,중립
,545,[],중립,중립
,546,[],중립,중립
,547,[],중립,중립
,548,[],중립,중립
@little_yaksa 고려은단 비타민 함량이 낮다고 해서 일부러 안먹었는데요 해외거에 비하면 미량인가요?,549,"['고려은단', '비타민', '함량', '해외', '비하', '미량']",중립,중립
,550,[],중립,중립
,551,[],중립,중립
,552,[],중립,중립
,553,[],중립,중립
,554,[],중립,중립
,555,[],중립,중립
,556,[],중립,중립
,557,[],중립,중립
,558,[],중립,중립
,559,[],중립,중립
,560,[],중립,중립
#에스더포뮬러 #파워퍼프걸 #파워퍼프걸에디션 #파워퍼프걸콜라보 #여에스더글루타치온 #글루타치온필름 #종합비타민 #멀티비타민 #오메가3 #밀크씨슬 #이뮨샷 #이뮨비타민 #이뮨비타민샷 #비타민C #리포좀비타민C #올리브영 #올리브영영양제,562,"['에스더', '포뮬러', '파워', '퍼프', '파워', '퍼프', '에디션', '파워', '퍼프', '콜라', '여에스더', '필름', '종합', '비타민', '멀티', '비타민', '오메가', '밀크', '이뮨샷', '이뮨', '비타민', '이뮨', '비타민', '비타민', '리포', '비타민', '올리브', '올리브', '영양제']",중립,중립
,563,[],중립,중립
,564,[],중립,중립
,565,[],중립,중립
,566,[],중립,중립
,567,[],중립,중립
,568,[],중립,중립
,570,[],중립,중립
,571,[],중립,중립
,572,[],중립,중립
,573,[],중립,중립
,574,[],중립,중립
,575,[],중립,중립
,576,[],중립,중립
,577,[],중립,중립
,578,[],중립,중립
,579,[],중립,중립
,580,[],중립,중립
,582,[],중립,중립
,584,[],중립,중립
@moonej04 비타민c,585,['비타민'],중립,중립
,586,[],중립,중립
,587,[],중립,중립
,588,[],중립,중립
,589,[],중립,중립
,590,[],중립,중립
,591,[],중립,중립
,592,[],중립,중립
,593,[],중립,중립
,594,[],중립,중립
,595,[],중립,중립
,596,[],중립,중립
,597,[],중립,중립
,598,[],중립,중립
,599,[],중립,중립
#건강특별시 #동아동 #알짜동생 #셀파렉스 #비타민C #비타민 #즉시비타민 #편의점비타민 #편의점영양제 #영양제 #건강기능식품,600,"['건강', '특별시', '동아', '알짜', '동생', '렉스', '비타민', '비타민', '즉시', '비타민', '편의점', '비타민', '편의점', '영양제', '영양제', '건강', '기능', '식품']",중립,중립
,601,[],중립,중립
,602,[],중립,중립
,603,[],중립,중립
,604,[],중립,중립
,605,[],중립,중립
,606,[],중립,중립
,607,[],중립,중립
,608,[],중립,중립
,609,[],중립,중립
,610,[],중립,중립
,611,[],중립,중립
,612,[],중립,중립
,613,[],중립,중립
,614,[],중립,중립
,615,[],중립,중립
,616,[],중립,중립
,617,[],중립,중립
,618,[],중립,중립
,619,[],중립,중립
,620,[],중립,중립
,621,[],중립,중립
,622,[],중립,중립
,623,[],중립,중립
,624,[],중립,중립
,625,[],중립,중립
,626,[],중립,중립
,627,[],중립,중립
,628,[],중립,중립
,629,[],중립,중립
,630,[],중립,중립
,631,[],중립,중립
,632,[],중립,중립
,633,[],중립,중립
,634,[],중립,중립
,635,[],중립,중립
,636,[],중립,중립
,637,[],중립,중립
,638,[],중립,중립
,639,[],중립,중립
,640,[],중립,중립
,641,[],중립,중립
,642,[],중립,중립
,643,[],중립,중립
,644,[],중립,중립
,645,[],중립,중립
,646,[],중립,중립
,647,[],중립,중립
,648,[],중립,중립
,649,[],중립,중립
,650,[],중립,중립
,651,[],중립,중립
,652,[],중립,중립
,653,[],중립,중립
,654,[],중립,중립
,655,[],중립,중립
,656,[],중립,중립
,657,[],중립,중립
,658,[],중립,중립
,659,[],중립,중립
,660,[],중립,중립
,661,[],중립,중립
,662,[],중립,중립
,663,[],중립,중립
,664,[],중립,중립
,665,[],중립,중립
,666,[],중립,중립
,667,[],중립,중립
,668,[],중립,중립
,669,[],중립,중립
,670,[],중립,중립
,671,[],중립,중립
,672,[],중립,중립
,673,[],중립,중립
,674,[],중립,중립
,675,[],중립,중립
,676,[],중립,중립
,677,[],중립,중립
,678,[],중립,중립
,679,[],중립,중립
,680,[],중립,중립
,681,[],중립,중립
